A1	3	0.250111111111
A2	0	0
A3	22	1.83341666667
A4	15	1.25008333333
A5	21	1.75008333333
A6	19	1.58341666667
A7	0	0
A8	0	0
A9	26	2.16675
A10	20	1.66675
A11	0	0
A12	0	0
B1	0	0
B2	13	1.08344444444
B3	20	1.66675
B4	0	0
B5	11	0.91675
B6	22	1.83341666667
B7	16	1.33341666667
B8	22	1.83341666667
B9	0	0
B10	0	0
B11	19	1.58341666667
B12	23	1.91675
C1	21	1.75008333333
C2	0	0
C3	17	1.41675
C4	0	0
C5	0	0
C6	0	0
C7	0	0
C8	0	0
C9	0	0
C10	0	0
C11	0	0
C12	20	1.66675
D1	19	1.58341666667
D2	0	0
D3	16	1.33341666667
D4	23	1.91675
D5	0	0
D6	0	0
D7	0	0
D8	0	0
D9	21	1.75008333333
D10	12	1.00011111111
D11	17	1.41675
D12	21	1.75008333333
E1	18	1.50008333333
E2	16	1.33341666667
E3	13	1.08344444444
E4	0	0
E5	17	1.41675
E6	20	1.66675
E7	20	1.66675
E8	15	1.25008333333
E9	0	0
E10	11	0.91675
E11	0	0
E12	0	0
F1	0	0
F2	0	0
F3	4	0.333444444444
F4	21	1.75008333333
F5	21	1.75008333333
F6	0	0
F7	15	1.25008333333
F8	0	0
F9	16	1.33341666667
F10	0	0
F11	15	1.25008333333
F12	0	0
G1	19	1.58341666667
G2	0	0
G3	14	1.16675
G4	18	1.50008333333
G5	0	0
G6	0	0
G7	14	1.16675
G8	14	1.16675
G9	0	0
G10	0	0
G11	15	1.25008333333
G12	17	1.41675
H1	0	0
H2	11	0.91675
H3	15	1.25008333333
H4	0	0
H5	19	1.58341666667
H6	17	1.41675
H7	0	0
H8	18	1.50008333333
H9	0	0
H10	0	0
H11	0	0
H12	0	0
